Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted,RAM_Encrypted,RAM_Decrypted
Asus,1.584864946464497,32,512,11.047786428472708,4.578669190753811,17880.004532059324,c7526f261c51f66f806419fd53ad779b32c8e5852a807d2a0b5bf6ed8f831a1a,gAAAAABn1x_lW-W6L4w3wdHblfPLFW642hqdJir1_9GgMj0SwRelLPeXjcmSaYvZLZ3nSGxJjeKQFU2Kj6iBGHkvjFEBCx5tSbaSZw5R3VjR2SYebs00JnU=,gAAAAABn1x_lLqrLsLjIFlIfVJUjyqSfpSoVLevDEq5GiHL2ZfJLbdb47sUk65p1h9IGkoX15uTx2wcQLn9IAelUsyS5i9Ibcw==,32
Dell,3.2435506681171,16,256,16.54736633226083,3.776904113186287,10254.303767339708,64df873e814b7b83ad38135741f4f2f9135ca432696da3a86c45f6856f58de5b,gAAAAABn1x_lfVEYffBcnN8K3TlPBRVzmyiO-3-zaGQTisJI9t3Imj7VCfrXP-TWU0QY1mCiNQpxYbmY1v8CUitviQOpT_9MPZ6qyeZyE_k8CKJi4d57QYw=,gAAAAABn1x_laPhtLkDGcRv_eTaPdBxCrVK6NfoH6a6NAw_XXSW_OB1SgP6bW3n48dO2GgJagQ3CyNr5PGRWHhyrD4bOKTf2tQ==,16
Dell,2.243372518431377,32,512,13.659839057103053,4.083961318430526,18151.5867749036,c9cb93e64766063e60de7da13b869bd86cdb98dfff46037613a9f71bd4eaa625,gAAAAABn1x_lMJjUKacmp9Isw0e1bQI_CW-DgqmwNmA4ka3CISiqo7_GF9UAXp-gTf7qbqm1kyJ7sZUJOueME0CfkrRRnCmrKWrJMQKXAVQ1F9YP8kwn-7s=,gAAAAABn1x_lpFx6h2NqblMlUk9vCsMPQazr0L6iwFcS01YVDpUZi3xSgH9ttocSydLuZoibrAL-BNwPC_sYoMJj9KrDGu7A7Q==,32
HP,3.810990488441326,16,256,14.320281127194486,3.09401202870301,10027.7082709325,a8cf4bcbba2980da0aa19b71d41038862b9afd13aa29fca93b9c805ac437e6ad,gAAAAABn1x_l7d_yiwiRM3K8eBHjw1Qc0MwejkR-eCwqM3d6HbhgBhCN1_MOE-OZGd-hcNcrHDpU5dgNFDsSsF2dCKxtDtEIGWhaWf7ak7x-ObxWe6lUtuc=,gAAAAABn1x_loV1nnOo6LU4Z7Ax4W2fd1lLyMOX-iTzIlrCbnqkzTHbhUfULzH9wUkbTi6ORj6vjV4IYn-hAWYoCoYFYeoVuWQ==,16
HP,3.92764561291342,16,1000,12.529293493489297,4.2155176355315565,31901.471771127784,812157304cfa9f05cdbda1387163d0426d28a80057825a6edb2ef813c03bd214,gAAAAABn1x_lFzUlqh9a-rpWxT2XU2fdES71mecl45InidShlZKJuiOP7tywmfkA7_jkle19rhbBlUQDUjlbALVoO9-BirsWwaLVikBznuzipPtN85riu-I=,gAAAAABn1x_l19hNIqkPI0bqFArkAPYjBkikL9F9rulJj04iH4s8LtX3KwJzIKE-RiJnD_rjOVbZZDvxOU9bKiuSvAxId0fa2g==,16
Lenovo,3.8606662227835846,16,1000,15.45518499704253,3.999851254638117,32319.90329556232,257553b21fc8dfb0c9038e4e017c54141ced34f0cea000bc55b45ed67b9f7caf,gAAAAABn1x_lriAr6sfS8eg0SJqjdkv8DLQJM9RSzyvyJtDiXLF5K8FPJsK6ZGHMQZE19AUwVwbENGwZuBIhByqMBIKU2aJq9ZVl9p2C_t9DP6hS54vznjs=,gAAAAABn1x_lcqrm78Z8zg7o9t2gJFZNc0PEMi61JYTJ9c6v4tFBXqoelBACGu4bXn_C2pBkvE0rOdQ-Mj7hF5EgGeOJZIuzSw==,16
Asus,2.6855355416436595,8,1000,11.459814838851493,2.358685993256169,31872.56841517933,88b8838c7d9127ddabcbe35272ceaba4a88908a3afd270091e7a5631ba614f3c,gAAAAABn1x_lmBnlNvtnmxJ-oVZ4LMteiZOXkxrDIRsXao0h1pdg8Cg23fEQ1HwatGhTjCqm9P9rJharEzm_VctnrPdiMS2LfQV-KnPvgVr-MseD35ALTcg=,gAAAAABn1x_l2eEG2ddrFD7BgNtfzydP8AFphLF_NrvTwV-wdCWJG1XdziSI17VHuAvOlVVYaEemGoX9qrTsuAtaSIC720zp0w==,8
HP,3.655106627473284,32,1000,16.23581481528101,3.717928559346754,33229.673457835015,9237c8494c5c2cb74588b9f0ffd3d940b2c813a6c9a42c25a167031a984e446a,gAAAAABn1x_lA6rbd5_MzuorYwrNz1MFI2hfiYM-h5mEfdLnwf_8kZbXFpx9p7cfzvlv5wvL4VECFqsM4Q0oX6NXBcCb7rQldn7V_ymNIgxHCOC8p8sid6M=,gAAAAABn1x_lMVXAsdcVaNu2388FMBS0IRKoligXEl6EY0H7Qv_AaVR2Ffz-yCWC6X0oq4uNmcTAt1Yafbh8zXbz_VnshUumig==,32
Dell,3.611373496337676,16,512,15.968700974038056,2.770230488929274,17242.828225910383,554e5643310b0222cfe5f8bb78af3a66363b858f8f23200057857f5dcc6d0afa,gAAAAABn1x_lj0vHX-dkcZoW43aMZcXfmMwU1A9V1oozsoySqGK28URnMipmrgZQzPbCwILm28QUyDMa2HHQziNiZ1bb6VGRnvzl_9oBf6DTAo2_AXMU2Hk=,gAAAAABn1x_lQy2heFp1G-_fFyCG-Zg16qcuR-1foq7kbYQHRtwAAr0LxNwQhNCXTWxgIpdtGJuiYr_DrsqekfaJnr8rH5XRqw==,16
Asus,2.297751183108139,4,512,12.296360697468598,4.412287008900778,16631.41956585275,20b351b6b81207270ec64448df34f6584ca52f71806f8056a1a0c8d015d45299,gAAAAABn1x_lattAs65j3vWe1HhaOwwX9SvvKrH26W0jBcwJ1j2R0FA6Mw9o9rHzwaD8CFdJH8Qr6Jf41O7hPOAKaFURqOInu94OlzJ9fyD9fsPdPHsQVxA=,gAAAAABn1x_lVY1JmeCBlkrdJLiO1ilxZdRaHwKZypZurRKTdzQIF9DJH_ddrWJVZxL-2IpeZVZno1yEcf-vz074-NCwmoLrKA==,4
Asus,3.572288685376693,8,256,15.855946389711574,3.2778131254008183,9925.178427088164,066b9c2ce7c68dcd298138d167f02776bd7ae7f151affb7de72f373ac3ef278a,gAAAAABn1x_lpGOyQOLgzw6Kx0RaYFPf2N5CQt6XN8wEdx2qMOib9AWWEG0Beaf93hWs90WmOQHkuu8qsN4vdPUtbhbU9sqmNOEKKwDbVbuXG3ZHJ5VVnMY=,gAAAAABn1x_lq3cV0cPm314rJuH_Bnrh0wVuFZWJs7FOelhM0kDznLhIjJo89J7LX3EJ-MEnz1I1cYKwLowfnOR0Rvvm4D3WsQ==,8
Dell,1.5925190867887316,32,1000,15.718146398368887,4.984052495589461,32652.89807631292,a4dbd5602244ca2391963eff1ee39308c05c2b1e44ef42aeece01a08e4872c59,gAAAAABn1x_l9TyKHBiazLrUt6eToLgAAAf9NZTEMrUDh4LxzB-AwTc5dHd9B6v0htdgJ7bL47_bUVi-y13loJL00bpEVF2l8GpU3IRi830HkWjHbZTQYps=,gAAAAABn1x_l86_Ijw9OjEm2UkzCZMA6x7x8WIinwX5-p0XqHFvsJbjCXHtKASk4g5rWXbSdVM-YgA1h6TGrg_wH-sqf98n1vQ==,32
HP,2.9906746962051325,16,512,14.793299586523696,2.277501313816892,17595.709114375557,58a6e26eb0b51febe2a3f6bf712710d9f53db253905b2b607632ce53e3a41f02,gAAAAABn1x_ltOXY_YLuNgRvwKc14FrNo8fDTicxkIUUEwHad9PzA3SYzXmqUlagtQitCj6gCR7N6Y2RvkDGJpvNJbMKyWWcU1UozIEUU8YivNeDrE1JEY4=,gAAAAABn1x_l4_5PerFckO2HoHvmQHAoPqqie6QQI5CyXYkeR7HmJ-cA9BmzyvRPKYHo70zIve3lrM2Y9gOvD9kfA3OQMW6iZw==,16
Dell,2.075022093219258,4,256,13.241121061398124,4.341043588220476,9340.21826144707,3e2139594d7c5c17e70d0a6a788c2d3c4bf8d2dafac666bbf3ce999d2c840d41,gAAAAABn1x_lgyYafeiCq0ZTe05biS1pR5NbuxE6AEq-Pwc4HUvy3g2ayAlQf816ANjWo0b9wywhsixFVoaAuVV5pA5hRHwmXcaxXwPBHLBjBtWOK9HK8VU=,gAAAAABn1x_l4_o0DJU9_ehKIF5KII2i8IuelhZFvQxSzJhcXNLbgXLsxz_s-nfgLz5kEdj9zExTv92KYcOuGHZdFzTHRwtikw==,4
Asus,1.801417214443197,32,256,12.628992525091206,4.02110520062647,10321.729413074818,db98a423685c9ac775f843882eec0812adc87c34d8e6f37b4821e022be0e97b9,gAAAAABn1x_lsJ_EjG1Qt9SKnqUe2doqs_pZafsTVHqDKDSH_2OuJoq4f6mQNa2AU1CrxVQ97evcp8BvK6BuMuTEeJToZsnG6XzsX5gxFzq0NA6z9NeIVks=,gAAAAABn1x_lPlfeqa6RYYODKI0SmOuOhbmZS5SR7XdDRYUjCa179BHVLj8LZyjfeaLZ97JFkhMdsfDFmrlxTIsBwz4zx2vFag==,32
Acer,1.6923830040730228,32,512,12.3907015417361,4.302496491772116,18161.471638723186,c4320923bda8bf84ab87c1cddb536071378146bb65d01a575a69e13ef2abd80c,gAAAAABn1x_lx6NXPnZxM8lZTWbjnc8vvf9gPoqqG4dLj6vvlYeSLQOV2x_FzOCLYFZEzRdIfCFHiEG7OJ9VnY3gWuyz1UBNK-JqotFYAvVuXzJfgiVs2Lc=,gAAAAABn1x_ld4M-SYvSB4FEgHwtiTiycSWtcwOpL1XXQvN5w05QWLZgTkTfaZVxqezvi3kyHvoJh04BxY2GI1akirxlmIGRJg==,32
Acer,3.2407219396953493,8,1000,12.911653776581645,2.922589386471369,31859.430745037665,98ab918c2d2c3d991dd3fc02052627a9960c6139db39133157ab5e912358287a,gAAAAABn1x_l2pvZa3Xy-no9N-llkFDckQ-hTuQhDdtq0b1VpmUj_a9cApUPlXjF1EM0VByHFjkTTXqCM2NpTnCVVBxNaK3hk1GUuQHX2_VXbOTCAGy6xxY=,gAAAAABn1x_lxooZDAIIfwHsHDNEQFkT1XHUBTtw89RSnJAfCUXFyPkdFG0456WkUIFMS23awiPZYDZ6emeeXKpnUyJtITuiNA==,8
Lenovo,2.3496874094201656,32,256,16.42135066059518,3.4761634681472016,10668.632633116544,eadb34d02e45b7762bb17233d346a2c2bfbc18103d9a7035348104bbbe7e68bf,gAAAAABn1x_l6NdLREk-mvLICwRYZPJjilrwzHWG6P9NXrgEvUcQKQnx_36D8M7Id4x5vp7QSqHJ9XNIuU77GDQiAlRJPZQvryQG5muPni-EuM3iWJZUX3I=,gAAAAABn1x_lGcCt9tL3XlxhQsMXhlZk5YRTvv9jXAt5txB09DspdEA1ysbBCaTcAUs04GEV2NZU2l2rWIbx8OyZX2Uh9yx5Fg==,32
Dell,3.311916928821904,8,1000,11.465844655932688,4.389525559171125,31823.648154658014,cff7f0561a5ae6dc33c7c71b4bf4ac20c9242329fffe1fd64c983cbe5d992c8e,gAAAAABn1x_lQ7xAOPJ3FtU_zfLwQAjb2i2reRFsavgkyLVrrijEWaGi7P3X0De8lef70h_S5hVSKGdR2FS3iJvwNNRDAmtYCRtfeKdH-ClazM5v2Y9al0Q=,gAAAAABn1x_lnSBNFQFUHjm933aCrkY2ZWKvHK4fhEavNImpL9C4_4Egw6b3R9yHs0wxGLPxQV4ifGdCxpzJ4XPL7cOj6khVWQ==,8
Dell,1.663390851997356,16,1000,15.973227657517752,2.697623994862565,31815.64050789825,e547a30722d21b7def5c694350ef2f6b1e8204749db5b14591ac81338e49e19f,gAAAAABn1x_llrSwJ6PPw20xog3zuYnXRSqAg0LTncFAasDLEXZ0xyKQTm7qVxE0xowL_l7kRbIozxJqXwUq8rmA0QiXxXjDEP7k2aU51W3LajNcveIAhOY=,gAAAAABn1x_lnuJxz3qHQ7FIvNkY_C8agNbDP3_H-uI_gNHq6ANtUkW4ubrzE2Eh-EhQpOX6pZNFx0EkV-XkXRnpNiB5DiQY-Q==,16
Lenovo,2.288225844576526,8,1000,13.093340450250942,2.678099590365956,31503.17147173213,80d6e9d20c3b1f194db8b7a03d4782d94adb501640b1632557cb1dd759b650d1,gAAAAABn1x_l8Ag06a-Iy43ZeHDRAhPrEOT536boKC-nR6uchNJ4IN3-86X4anbRn3yIW_hRpUJdETUHmYstMaBWJsmVirGsMem6SzYvggLphWhbadwrPoA=,gAAAAABn1x_lhQWwn83YYgZVj_kHdZBaRQbWX3pHjE7bbW0pM9Elj8pgX5kBCMB-wf7N8JzCj-UBa8TOOkNj6KN8ch-rmCNFOw==,8
Lenovo,2.848728230938343,4,256,14.12959637606815,3.653152859884797,9024.89080903652,7648804b7ff986bd6c0f6d55876f292cb29dffebb00fc24b4170a725788569e8,gAAAAABn1x_l1rt2n2DTaMfSi_NBZTC_mzIgcBPG6xaCMikwm8HX9DlcPxzKesJsvQgSrZo4rqJgoJC5l1D0_zSBqraEkXdT9KTccO2fNmTpq0FUURHx56w=,gAAAAABn1x_llcmWGKxNqGXXNA4tRPwgo8GYjzfIBQlTtCyXbYS-CumXqUgisdGS1QJ28J2GVx_LCJU1lfHuDLwo5WheAOa_8A==,4
Lenovo,3.476807912097409,8,1000,15.766913801890944,3.570690738589567,31547.05112729735,bbd1c1a62a89ad5c9006bb8c75f4fe301c2340541b3544f22a95005ddb5ebff7,gAAAAABn1x_lYJKRjvR3XQQFFMEALJBEcNZfyfH1OqVPHWqbnbBHEPJBG8AXej0ipOk0h1ktrgywkaHSQnY_oPwVnXJJrE1EBMLhTEwUZZth3_Lz3qxJgKI=,gAAAAABn1x_l2Og7MjjUbetw66e47V7JuEnuAtU7ubtkJiQ_RiH1llYsf57NkiHJ5Z69CXUaPwhqKoWwf5Ihf3EQ4XhQX-spnw==,8
Asus,2.296881257330175,4,256,16.306259282137827,2.8467874112387985,9385.939545131734,8fc4372bcfcc66c7783442d25dede91263d7fab8015d1ad2977cc5130b13f65b,gAAAAABn1x_lkOJtnhjtCV5jc373jMg_c2snRn22dxh50ehl0ZxQy4q8u8NKPH7E917i-fUEfJKtPAyyWSDIuim8_L8HWGHtAKeu22cTv1IOTATZ-LjyYpo=,gAAAAABn1x_l681O5d8cAVFCj1gY13zZ8KYzyM0qZBFagLaF1ihEuVpYyTifVzAStUF3Dmu2fgo1qY2aNj9VDiGIZPiPFtfZyw==,4
Dell,3.064728441092522,8,1000,13.06868852043588,2.8942269515744683,31747.39378248772,65ba05738b5902c34f1efa1e095b733334072007c7886d409dd3f8d51d121c7c,gAAAAABn1x_lgtcvKmUpHQK_Ctluy-cGKyRox4Cqucv2md_-vyDzl7M6xRBaYNhMsJm5FhyaCAUY_cOMQNKeTSfAKWpgX7RluXTjU2D4Tx2On5c9OFZ3o8A=,gAAAAABn1x_lbd8EcDn63lkSrfMkKNgCyV3OfL9HoEP5TgiHHiAwjtAfeAvzTckbhaWentPallXdf_1tySnAR1wQ_9b8nptP6g==,8
Asus,3.714944370590468,32,256,13.771060887650664,2.8335354896196963,11008.9067734798,3171fc32f728df6d7eeac7bfb7c4ca4fcbb609e14c3c38c5cd82e130f6600974,gAAAAABn1x_lzrvwAHh7S72KGtxdaPwWh8scOQyKDuiCmXrdY8IeZg6c3ovY2r8wFe0Lb18tmtlzeDOmOQF7aJuXqq7fp4MYl9q-3dpzSvH0up0zRGa5s_c=,gAAAAABn1x_lV3YbZYXeCx93PuZ5NzEBfZYBSvLR0xmCNMjcfkeGLvrCZejLyQQefEoMNTdBqftb1n3TtBeTCMhF-8ZOyzVLpg==,32
Lenovo,3.039657970455761,16,1000,13.487096388900753,4.314536185995463,32447.60269492614,a6ba4d017b30539dc5fc56047c041eb11094513b7a7fa1364dead54dfe055a2b,gAAAAABn1x_l8oI07BXksCtFAiiTxbCunINcfYeCz95bYAuu-VL0u4iDdxXpRsj4dfn-AlENZfONl8-3HnJ4hHzhi2_gj_C_Y-TK17sxgUBulWpBnXu4UBE=,gAAAAABn1x_li6C6c0zirM77AFsSi810boNOmXwkRFmIaSMGdlwuFd23CNzCBmvCp5A021SJBaILshWVkxKHE_IyRSW4rjwUgw==,16
Dell,2.082398686884084,4,512,11.079506201023465,3.9557025966873818,16669.19633161232,ff769ac2a778766634454306d3077f81495fc1bcfde7484f95d830fae5bae1a2,gAAAAABn1x_lQZmtz7n1W8gppGeT8c28HFN06MhWuv7DLteyta7HBPEtVrpExtd73wQ9S06C2kgk99BHMa8zisjJnRdIbcuazeQ51LP3UbsoBRLfq8fgwzc=,gAAAAABn1x_lysy8XQZXnmsUuVPjHJMzFiqNTWwT2xtrvZ6queYcQzBG7vWNdaA0VyboyBQuO3xYDeVcghvfOlVnVpkBR5u5gQ==,4
Asus,1.561001953891345,8,1000,12.77565733315194,4.497251550230758,31160.04319560088,1e5a767a05d20ae91e13c5b6301ff11a7604a447ac91caa2f56d143f55c0123a,gAAAAABn1x_lXXGT5WOKQx6bMbPoC-znvML-4yoChZ9RIHpgGm85oYFsKf9SK3gU6R8e-l-yrERleX66FeTuMkjUHeho4YY-v333X5sCCWvSUaypJI2knsU=,gAAAAABn1x_lxhzGmTas29UF0GuyT2ToEZVuz0J80IkfBRdYP_rRxgjkv1_se9DOW9qQzr7v4B0W5yEtDxmLUIwijFzFV30DZA==,8
Asus,3.6752471847523247,8,1000,13.755135402395371,4.926419084942065,31821.65032497846,44d798dfe8752ee69b74a37182bd7fe24bb3425e668c0384753f4979c2ed16e6,gAAAAABn1x_lYgenqXKc4l6Yh3D12TRmRw_F7aEK0dgUN_kYi2uon6VCFpaQji0KisEpKFeQAMuHZjHE5ekI-xe5VRxG9qRyJx0_FrB9hD8UHaw7ueczkZw=,gAAAAABn1x_lc5rEPVfBKgroS0b3gKBg5zQVHrhVReTfB_4kUmzflDtJax8l2IBa9vMjBLqFM-oxt-c9wyFNOaHfXed69bxC4g==,8
Lenovo,1.553173527125968,8,256,13.46656165328264,3.422492888815959,8991.512288250062,54562d26b7852cc34bf1efd5bca15cb6f7b29a9e7fcd76bd5e680da7d446b4fa,gAAAAABn1x_l7FNsoRMjSG1LWmPu0IKMtwuw7OYRZPMb0WEhBs7p5DKYpYFEsEXlRHWCtIE1jECJFgAqbVyAWjZ4-H1W1BX1y43C32cgghzCZ_O4V5A9VGI=,gAAAAABn1x_l20Buu_82UyFu7eDHMhqfSV40bZNRq7wqENSUhOwG5A3H0GQ3Dy-jqIPAKLQxn6t7HHhdvBvBQceyRM5LMl74NQ==,8
Dell,3.6867541817104983,32,256,15.331575365094077,2.2000816442163464,10405.95143539082,9a258c7f121244ae9530b04102556c047983a69dfbad43f9e73fa8c5d9cf1e13,gAAAAABn1x_lx3mejeHik8Sa3z-x-3vPIMLJqum7ZT9iFU85tqV0p8JfAYoX2ftqt77GKY2LSJXvsiPM71d9nQZKQ6Z6KKmT26ENtMl9VP6vrUfieCZE0C0=,gAAAAABn1x_lvU-ioov_lIVSvTF6ct-HXuOr3tU8_cWXuc54pxDp31wZPomSrqujZqCAhqIQw4XSgaAGlMlvy-0f1fgoGBqiqg==,32
Lenovo,2.8223428350680297,32,1000,13.308821703326618,2.1442769312361065,32808.856450782005,5682c798e3881525e658a62e21d2d6cab035db9f03283c908c82c81face42cae,gAAAAABn1x_lIB3T0EI8KucjPRpcN3p2AX-NbpNEFyl1gwhQIkKb0FmWMnihYdh640rAhr6iQ-nMWHgrDIu5aOip9a114X5BIso9-mGEqHuWoYg0YaV6sIU=,gAAAAABn1x_lnInlNawUQe2UvxxeA_k-QxwlNLsqooBuYga9PgKqGbfMDKrJbuOHUf0803JoCr62ZLGVekxq6oUK4Ba0cmQ4mg==,32
Dell,3.8476692462822406,4,512,13.93625869382402,2.886995117814857,17065.081629541877,2b953528d9b0ac2a916b57c950c329bf4d182646b149118092c96397186bdf3d,gAAAAABn1x_lbOM3q77vPxbcfo7Z0E-Bufd_q10SNFHB30yZEHIabGLVMWJeh3XvXIHdrWL6igj3lTJRybfJowZogtxl7duz02Xxt1UXmQHsvWD4KMe-Iig=,gAAAAABn1x_lWOSSssaqFFJZwoPPXJYi-BLECfDqZwGIX2nBjGBfzodGvfUEQeR8ohCVscCmM7Vte892EWR2x8KC0oA61dLTDQ==,4
Acer,3.4969580894341634,4,512,13.57765155279418,4.797633768057352,16854.30343210921,1dc230c52c255a21dbc6fd7ba20a6e8306615632fad9479d9afeb82556780089,gAAAAABn1x_l8MuXdhJc1Lsp17rVKfP3a8KZ6qRP-d5U89hAX2b29K0m5_VNaqgkUUVHMK_wQtWZ6mAhVFvv1GINKr6xJQbE1xx3dMp8v1q3ab_155TD8co=,gAAAAABn1x_l4txx7ewvwdMVrurWm_Rjtw0xjTEzigo9zoWmwcn7C877SyXhTTzTXL3y7sc5pRRkoBegu0AYwtjrlgAa45ZGJg==,4
HP,3.994835276333344,32,256,15.443756893366224,3.5696391649126245,10697.836784094568,3d99fd68579fbc74b24a9c178ca3dceda2e55231ea9a3042763ff57c7678be64,gAAAAABn1x_lQ8_rT-ZBaxvPpYZpD5_Sbym5oQS1FhS8DAAD3Wcgj9Tts9iiWL9XmSLiWcpHzTYMyFPC7XwRYVvkuHJoNj7ahoU2uKUYZjlk49mrBIOO568=,gAAAAABn1x_lAG0KYWwJMtdbmuCy7ghxXyi-eC24LlhexUO3vpDeJSbOf9QAqCrRemkXv1CgSK2a95QiOvQGJZJVjYFqzvb_Tg==,32
HP,2.3767795386292754,4,512,16.177834393921774,2.8153595482403877,16575.251835695293,4987a653db2ec2da89baa796b4f819d70dad4a8cb2636f3109769eab03eeec05,gAAAAABn1x_l-uvoj893d8EZzNBlsV3Elat6jquvsjC0bvUmlJ-YgEUzMU318Kc97TdUJEYhezwb5iSi7DQRP77Y0lQX2AtKKrUZ1Pl6MzPPHRS80DqTCuA=,gAAAAABn1x_la5IurHZskViq5mxSe6SX5Nkwwcc70Ur0RLfjp8oIrwdRYylCNX7UoRMBP8YgGYOfJTChOkF5H4olNwyIQXfKyg==,4
HP,3.417970722327817,16,1000,14.191334474045084,3.1975003835330584,32274.63025978199,72e5e5fd4de6c649c04d8b83b71974af41467baaa1badc727e1f73cc292e71fb,gAAAAABn1x_ldOszRc-BWZXI-ot97s_-WXPEbiBd5L6-EVKXwdcecRgKEejSV7OQfuU3W3OwjkrwW9IfOYazrMbKGDjlRVPgDg9DNOgxYBhHrYw-V0r74k4=,gAAAAABn1x_lEQzL5UUs4CEWqF66eUh3kE0vEZVk5yW5LkiTjsXQ5YIGfEcwVzIlc6VJI0wH3lVF0-_5kemL5C0sNQVbuZbbfw==,16
Lenovo,2.504827284023105,16,256,15.736593165171149,3.795785322214012,10131.593323529152,6173a2d3f23ba10e762a5bf79e455a34ce7bb4e27f6520c58decf880b48de902,gAAAAABn1x_lGBtTZfQ_db_1cAE4WEL83oQRwfDT-DUuC4XBR1u_3xf7QXbYd6_kSK6fXgrFC7LO-Zr5X5L_6X1HnU6ZV4N8OH_Bf2HO3NQE6WPUOICltmc=,gAAAAABn1x_lyu2D-a62pvW0195fClIAMBFFx9-MOIPfLVQaexqQVFXGFxRBRBNHo2Dp8Aca5keSdqttzHU1DHJwuXEwVPTRug==,16
Acer,2.699689050759772,32,1000,12.780720092119104,3.9588489744135273,33111.68849986043,bd7f9ea3ab0e889c782aa02a5354ad5d824aaf4741cbac82224e7902f5eaa485,gAAAAABn1x_lH01AO7sI00ABSge4dXcIlXTMK4io40BHxfBvO4kdhwHOBMkJrQp-Sq9qpsi1h_b16UJol_87pE2J3f5omp9UpAjpLBefzdICUaAFS1q9114=,gAAAAABn1x_lIlPU7wmzdUvofyV5tDEhL2PC5TiDMdt3BXRTn-285KlGyvwx0_vWKmC0mHWby397jIiBvbuO1MVHOQfuYobxXQ==,32
Dell,3.068763658045925,4,256,14.248217660943611,2.461758529348715,9384.824877131963,606e0685478682300f2dc6f56b09422087ccd3eb16adfd50cbc3ec3c2ee67670,gAAAAABn1x_lr5aB1ajDMDrZx-X5zxiLM4UxtYwDBV7ZkEnxyJg67PCxU1JszbxKDtIS383X2EVuZVHrsu9ND-9bewMWHT3yTklUsMG1R-CY719a_zHicnU=,gAAAAABn1x_lEARDPVLiJmqGudWAehvIgBbcJGHg5yJ75KvIUK5WefFicc1NflVYz2Wil3hLRIW6Qw6L7RfdAgSP3Tn78lnV2g==,4
Asus,3.684192785465847,8,256,13.071379722019834,4.931095029635528,9664.037025023415,5d92e90c1ad55624f6da0714fee5e5b5cb30313e58d51a2962e6e7a14218718e,gAAAAABn1x_lYjCoBb7j_kIPrfHYKA1y3TwQSng-zUTSH-IjlifZR8s9k3W2LpuNBXw6bAeDNT_FzR_YcNQgdOicbXvK36TFhHtDsNPRlej1JDLsh5YjA_0=,gAAAAABn1x_lmj6YC2vmImVB5AUTv3avxy1OeJTFDqPMAYkwdgjQglZVVqxkhuIthvCSmm3QcyoWEqcLYZ0HfeKkuqQQGAAYEw==,8
Dell,3.9602086729982378,16,256,13.485205553430982,3.6343166809483662,9978.874050006958,31572cf1273dbf0f3c33b7c449e24709dd66cd349c13962ddb8ee28bdd5f2d85,gAAAAABn1x_lrHXVv06lZV1coPXtsk00Lka1FkNI1CxUF_vyyrxfEudmcWVfLsGvJ4J1EaG32yy6IeUNUbm3RRq0xNVu42SGqtZPuAVVpd6Oz5YLEH9a0L4=,gAAAAABn1x_lXTP8B3mp4-BnvaM_IzRM79sDo-uiWJkQa6W7RtH-xdglfqJU2n4DnO-OmVl6OZ7PjhCyUCFmrLRJ3oQcIcU_Cw==,16
Asus,3.420683534661296,32,256,15.394483188876013,2.407064953376838,10387.0530853186,cd9c55087897b1f11ba4f2b10d5ffffe8e1ac5c4d1e84d9229dcd241b2842485,gAAAAABn1x_lpKkcT3QTHc5OF9zJrTNthSNwqgySokRPwSImlgvMr245v5T6cJi0hHKbLUWxm_TNuTWIHgfcucKAqFAlgmHv5MYvSYyygHmcaU-rj8kprSk=,gAAAAABn1x_lakGK8XK_jgaPmsNdQ3s2SkLuiok6LpVG-10vONkU_nMmMD826cZWV4ZF01Ee3Po_q5l_wYT3SeMZ1pTLJNo_Dg==,32
Dell,2.5444169554183347,4,512,16.289974893996277,4.680905760038401,16773.987493471064,4b4d9af5cf44f71c3a086498175628d71767d97eb93d79bef975901addc29658,gAAAAABn1x_lWTtazaC57zrb6BW-VAEMqgk_gl0XrnHtr7M85q54S4xIhel-NSnkusjlRUZKf2rYTmQNStbeXlWBjtlfCq3If7_MxKa6jyD1TIG73qYMYy0=,gAAAAABn1x_lnxJL4cI_yaKXTkYE4QSQJAakrWzsPIGzXXKtEGF7DpcinKQTCdyE75PLLXboGYJcPzC8mIkv3zKNqe_3crVfqg==,4
Acer,2.5533925056926754,32,1000,11.728972346526591,2.2239152932382864,32629.16325767026,89640625fd7e47d7a75721a16b4c76bd0fb05171236cf758575b88c0839f8a9c,gAAAAABn1x_lt4LA5ROjBS28TkqX6uY84biOKNTTXpZ3KlhQWthtNhV-2oU90W21RRxhzO0g3Z4mhkVFHrL_w3zTnfDoclwP5gyBGY9yulg_JzX9f-G0_wE=,gAAAAABn1x_l0MuK1hmkUYiUP7EllLM4NlRRokQWSPSU53xynBmTKtLT5vZpoIDEcnLKzzw1uWg9s6HmVy4KRsdT0g6JLB_yDg==,32
Asus,3.343955753972229,8,1000,14.807835538924284,4.723206299532539,31848.655148446676,0d766f738ffcf8a89d22c92bc12f31574660142662b5363e695374aceade8930,gAAAAABn1x_l7lndzXRbwL3921fviIyYF6PR0djKRiYYW4GqLbaiDu_PfHQH5Kiaoy4f0RLV-h2oWvPbIBH4LGvgKyPPdoyevUa1rCjP9et9JhtCnDMHUS8=,gAAAAABn1x_lBXMNtJUEPUB8CqVDKxt6WbKPgLz5GPZ69S4nnaooCb9gTLFQQtKL3aDRwGUjoltxg3wOc1iuJbBwDs9tjpYDgA==,8
